team_id,league_id,season_id,team_name,Comp,# Pl,90s,team_total_passes_Cmp,team_total_passes_Att,team_total_passes_Cmp%_new,team_total_passes_TotDist,team_total_passes_PrgDist,team_short_passes_Cmp,team_short_passes_Att,team_short_passes_Cmp%_new,team_medium_passes_Cmp,team_medium_passes_Att,team_medium_passes_Cmp%_new,team_long_passes_Cmp,team_long_passes_Att,team_long_passes_Cmp%_new,team_Ast,team_passes_KP,team_passes_PPA,team_passes_into_finalthird,team_passes_CrsPA,team_passes_PrgP
BL_BRE_18,BL_1,1,Werder Bremen,Bundesliga,27,34,11648,15559,0.748634230991709,211793,84074,5201,6190,0.840226171243942,4826,5900,0.817966101694915,1349,2551,0.528812230497844,25,252,190,822,81,1065
BL_BRE_18,BL_1,3,Werder Bremen,Bundesliga,25,34,12443,16554,0.75166122991422,236998,93050,5048,6006,0.84049284049284,5399,6523,0.827686647248199,1688,3071,0.549658091826766,37,274,274,922,66,1140
BL_BRE_18,BL_1,4,Werder Bremen,Bundesliga,30,34,12821,16418,0.780911195029845,237961,91530,5250,6169,0.851029340249635,5760,6739,0.854726220507494,1549,2676,0.578849028400598,33,321,276,882,83,1172
BL_BRE_18,BL_1,5,Werder Bremen,Bundesliga,23,34,13999,17550,0.797663817663818,250040,91419,5827,6663,0.874530992045625,6247,7263,0.860112901005094,1455,2530,0.575098814229249,38,327,335,954,91,1351
BL_BVB_4,BL_1,1,Dortmund,Bundesliga,26,34,18812,22396,0.839971423468476,330898,107300,8274,9247,0.894776684330053,8007,8942,0.895437262357414,1936,2917,0.663695577648269,57,389,401,1374,45,1745
BL_BVB_4,BL_1,2,Dortmund,Bundesliga,33,34,17410,21052,0.8269998099943,292376,101965,8010,8996,0.890395731436194,7168,8170,0.877356181150551,1495,2454,0.60920945395273,57,331,301,1091,48,1468
BL_BVB_4,BL_1,3,Dortmund,Bundesliga,30,34,16445,19889,0.826838956206949,290786,100043,7277,8180,0.88960880195599,6704,7585,0.883849703361898,1853,2872,0.645194986072424,61,423,341,1265,78,1628
BL_BVB_4,BL_1,4,Dortmund,Bundesliga,32,34,17191,20445,0.840841281486916,300426,100507,7696,8552,0.899906454630496,7352,8202,0.896366739819556,1651,2584,0.638931888544892,49,389,301,1144,46,1452
BL_BVB_4,BL_1,5,Dortmund,Bundesliga,28,34,17077,20321,0.840362186900251,295202,98274,7783,8536,0.911785379568885,7542,8376,0.900429799426934,1403,2463,0.569630531871701,56,372,324,1348,86,1563
BL_DAR_22,BL_1,4,Darmstadt 98,Bundesliga,32,34,11807,15336,0.769887845592071,223927,86971,4830,5582,0.865281261196704,5247,6139,0.854699462453168,1494,2813,0.531105581230004,21,302,226,873,65,1083
BL_FRA_5,BL_1,1,Eint Frankfurt,Bundesliga,25,34,14241,18424,0.772959183673469,253275,99451,6399,7455,0.858350100603622,6095,7255,0.840110268780152,1446,2758,0.524292965917331,52,361,301,1143,103,1548
BL_FRA_5,BL_1,2,Eint Frankfurt,Bundesliga,27,34,12628,17023,0.741819890736063,229563,88663,5346,6380,0.837931034482759,5660,6861,0.824952630811835,1313,2783,0.471793029105282,33,331,223,908,78,1255
BL_FRA_5,BL_1,3,Eint Frankfurt,Bundesliga,28,34,13930,17975,0.774965229485396,240605,87723,6239,7247,0.860907961915275,6164,7319,0.842191556223528,1196,2423,0.493602971522906,33,289,263,1003,64,1372
BL_FRA_5,BL_1,4,Eint Frankfurt,Bundesliga,34,34,15017,18809,0.798394385666436,260025,91225,6582,7496,0.878068303094984,6907,7959,0.867822590777736,1204,2409,0.499792444997924,36,292,276,1007,60,1305
BL_FRA_5,BL_1,5,Eint Frankfurt,Bundesliga,26,34,13925,17138,0.812521881199673,233650,85985,6627,7329,0.90421612771183,5810,6682,0.869500149655792,1094,2198,0.497725204731574,47,354,308,1033,55,1347
BL_FRE_6,BL_1,1,Freiburg,Bundesliga,24,34,12177,15960,0.76296992481203,235666,88608,4649,5516,0.842820884699057,5693,6655,0.855447032306536,1571,2930,0.53617747440273,34,286,222,858,85,1170
BL_FRE_6,BL_1,2,Freiburg,Bundesliga,26,34,11641,15652,0.743738819320215,219063,88322,4842,5855,0.826985482493595,4953,5947,0.832856902639986,1504,2875,0.523130434782609,37,333,293,919,73,1229
BL_FRE_6,BL_1,3,Freiburg,Bundesliga,27,34,11653,15533,0.750209231957767,224503,85849,4532,5503,0.823550790477921,5212,6241,0.835122576510175,1565,2829,0.553199010250972,34,288,237,884,67,1039
BL_FRE_6,BL_1,4,Freiburg,Bundesliga,25,34,12337,16023,0.769955688697497,223388,83596,5228,6120,0.854248366013072,5515,6445,0.855702094647013,1296,2579,0.502520356727414,32,296,246,936,81,1208
BL_FRE_6,BL_1,5,Freiburg,Bundesliga,26,34,12892,16460,0.783232077764277,230139,83746,5552,6386,0.869401816473536,5789,6731,0.860050512553855,1209,2417,0.500206868018204,35,285,253,981,74,1129
BL_FÜR_21,BL_1,2,Greuther Fürth,Bundesliga,29,34,10180,13971,0.728652208145444,187432,77521,4297,5107,0.841394164871745,4428,5407,0.818938413168116,1187,2565,0.462768031189084,15,208,150,737,43,976
BL_GLA_7,BL_1,1,Gladbach,Bundesliga,23,34,15207,18955,0.802268530730678,258868,94260,7096,8048,0.881709741550696,6254,7326,0.853671853671854,1364,2401,0.568096626405664,44,333,248,974,42,1371
BL_GLA_7,BL_1,2,Gladbach,Bundesliga,26,34,14537,17978,0.808599399265769,251602,93864,6542,7467,0.876121601714209,6272,7138,0.878677500700476,1318,2354,0.559898045879354,38,357,250,920,46,1291
BL_GLA_7,BL_1,3,Gladbach,Bundesliga,27,34,15516,18854,0.822955341041689,267610,95706,7012,7776,0.901748971193416,6828,7668,0.890453834115806,1280,2371,0.539856600590468,39,327,247,885,50,1168
BL_GLA_7,BL_1,4,Gladbach,Bundesliga,27,34,13544,16946,0.799244659506668,232267,84618,6222,7073,0.87968330270041,5785,6704,0.862917661097852,1162,2210,0.52579185520362,43,374,261,801,83,1227
BL_GLA_7,BL_1,5,Gladbach,Bundesliga,26,34,14148,17507,0.808133889301422,245327,87390,6502,7257,0.895962518947223,6076,7009,0.866885433014695,1261,2322,0.54306632213609,39,308,278,848,93,1112
BL_HEI_23,BL_1,4,Heidenheim,Bundesliga,22,34,10264,14339,0.715810028593347,206040,85936,3699,4713,0.784850413749204,4741,5858,0.809320587231137,1578,2863,0.551170101292351,34,279,201,730,73,983
BL_HEI_23,BL_1,5,Heidenheim,Bundesliga,27,34,11127,14684,0.757763552165622,215269,83343,4145,4986,0.831327717609306,5303,6225,0.851887550200803,1428,2682,0.532438478747204,26,294,231,806,84,974
BL_HER_8,BL_1,1,Hertha BSC,Bundesliga,32,34,12566,16169,0.777166182200507,248502,87307,4473,5282,0.846838318818629,5998,6958,0.862029318769761,1814,3023,0.600066159444261,29,278,224,839,75,1176
BL_HER_8,BL_1,2,Hertha BSC,Bundesliga,36,34,10314,14077,0.732684520849613,185733,76968,4615,5523,0.83559659605287,4151,5105,0.813124387855044,1226,2478,0.494753833736885,23,271,181,650,56,975
BL_HER_8,BL_1,3,Hertha BSC,Bundesliga,32,34,8876,12800,0.6934375,165190,72608,3726,4615,0.807367280606717,3761,4869,0.772437872253029,1117,2467,0.45277665180381,23,247,161,665,42,914
BL_HOF_9,BL_1,1,Hoffenheim,Bundesliga,30,34,14269,18046,0.790701540507592,259701,96648,6008,6880,0.873255813953488,6296,7287,0.864004391381913,1608,2822,0.569808646350106,38,328,313,1113,101,1517
BL_HOF_9,BL_1,2,Hoffenheim,Bundesliga,32,34,14323,18141,0.789537511713798,256560,98199,6165,7101,0.868187579214195,6198,7189,0.862150507720128,1564,2758,0.567077592458303,42,336,343,1046,112,1474
BL_HOF_9,BL_1,3,Hoffenheim,Bundesliga,31,34,11754,15564,0.75520431765613,218184,88463,4941,5830,0.847512864493996,5108,6136,0.832464146023468,1405,2668,0.526611694152924,30,294,260,928,77,1175
BL_HOF_9,BL_1,4,Hoffenheim,Bundesliga,30,34,13457,17038,0.789822749148961,240505,94518,5931,6757,0.877756400769572,5840,6864,0.850815850815851,1372,2563,0.535310183378853,47,346,292,1069,76,1359
BL_HOF_9,BL_1,5,Hoffenheim,Bundesliga,35,34,12827,16506,0.777111353447231,225491,85704,5746,6593,0.871530411042014,5461,6522,0.837319840539712,1221,2444,0.499590834697218,30,324,298,1041,108,1218
BL_KIE_24,BL_1,5,Holstein Kiel,Bundesliga,27,34,10537,13961,0.75474536208008,201828,79435,4072,4768,0.854026845637584,5038,5991,0.840928058754799,1261,2558,0.492963252541048,29,266,181,676,69,875
BL_KÖL_11,BL_1,1,Köln,Bundesliga,28,34,11954,15870,0.753245116572149,227260,90858,4798,5675,0.845462555066079,5204,6246,0.833173230867756,1650,3005,0.549084858569052,23,254,214,837,83,1131
BL_KÖL_11,BL_1,2,Köln,Bundesliga,26,34,12636,16910,0.747250147841514,245192,96608,4661,5646,0.82554020545519,5989,7240,0.827209944751381,1722,3053,0.564035375040943,40,355,319,921,125,1406
BL_KÖL_11,BL_1,3,Köln,Bundesliga,27,34,12242,16367,0.747968473147186,229690,84892,4634,5485,0.844849589790337,6017,7208,0.83476692563818,1352,2725,0.496146788990826,31,307,259,840,84,1247
BL_KÖL_11,BL_1,4,Köln,Bundesliga,26,34,11704,15411,0.759457530335475,209861,79468,4930,5779,0.853088769683336,5377,6369,0.844245564452818,1146,2378,0.481917577796468,17,319,217,821,85,1086
BL_LEI_14,BL_1,1,RB Leipzig,Bundesliga,25,34,17500,21450,0.815850815850816,292079,103411,8233,9297,0.885554479939766,7169,8272,0.866658607350097,1453,2493,0.582831929402326,44,418,367,1436,81,1718
BL_LEI_14,BL_1,2,RB Leipzig,Bundesliga,29,34,16163,19771,0.817510495169693,265026,97087,7780,8702,0.89404734543783,6442,7384,0.872426868905742,1269,2311,0.549112938122025,53,329,376,1144,75,1467
BL_LEI_14,BL_1,3,RB Leipzig,Bundesliga,25,34,16911,20529,0.823761508110478,297606,99659,7461,8392,0.889061010486177,7606,8572,0.887307512832478,1511,2537,0.595585337012219,39,376,320,1237,53,1450
BL_LEI_14,BL_1,4,RB Leipzig,Bundesliga,26,34,16254,19590,0.829709035222052,282017,96743,6994,7859,0.889935106247614,7624,8554,0.891278933832125,1287,2207,0.583144540099683,53,404,334,1185,75,1541
BL_LEI_14,BL_1,5,RB Leipzig,Bundesliga,29,34,14698,18207,0.807271928379195,247957,90938,6822,7749,0.880371660859466,6428,7472,0.860278372591006,1090,2013,0.541480377545951,36,313,306,1138,52,1353
BL_LEV_12,BL_1,1,Leverkusen,Bundesliga,30,34,17887,21683,0.824931974357792,323019,109005,7511,8391,0.895125729948755,7884,8922,0.883658372562206,1988,3185,0.624175824175824,41,351,263,1252,75,1522
BL_LEV_12,BL_1,2,Leverkusen,Bundesliga,29,34,14735,18338,0.803522739666267,258289,94652,6448,7325,0.880273037542662,6309,7258,0.869247726646459,1474,2579,0.571539356339666,58,351,296,991,60,1341
BL_LEV_12,BL_1,3,Leverkusen,Bundesliga,27,34,14683,18206,0.806492365154345,247352,87593,7075,8019,0.88227958598329,5908,6837,0.864121690800059,1279,2372,0.53920741989882,44,349,230,926,48,1243
BL_LEV_12,BL_1,4,Leverkusen,Bundesliga,24,34,21192,24301,0.872062878070861,322890,106373,12041,12986,0.927229323887263,7316,8125,0.900430769230769,1249,1977,0.631765300961052,71,490,457,1716,72,1997
BL_LEV_12,BL_1,5,Leverkusen,Bundesliga,23,34,18301,21589,0.84770021770346,299589,100139,9397,10227,0.918842280238584,7044,7969,0.883925210189484,1397,2377,0.587715607909129,53,387,319,1610,83,1692
BL_MAI_13,BL_1,1,Mainz 05,Bundesliga,31,34,9531,13776,0.691855400696864,176200,76432,4003,5020,0.797410358565737,4037,5275,0.765308056872038,1206,2557,0.471646460696128,23,274,218,781,73,1046
BL_MAI_13,BL_1,2,Mainz 05,Bundesliga,28,34,10773,15000,0.7182,190321,80921,4904,5893,0.832173765484473,4358,5557,0.78423609861436,1175,2534,0.463693764798737,36,317,255,878,72,1178
BL_MAI_13,BL_1,3,Mainz 05,Bundesliga,27,34,10075,14492,0.695211150979851,186572,81107,4418,5434,0.813029076186971,4059,5270,0.770208728652751,1293,2828,0.457213578500707,35,278,270,872,80,1155
BL_MAI_13,BL_1,4,Mainz 05,Bundesliga,30,34,10974,15120,0.725793650793651,201446,81453,4718,5730,0.823385689354276,4623,5826,0.79351184346035,1323,2702,0.489637305699482,31,346,248,939,78,1169
BL_MAI_13,BL_1,5,Mainz 05,Bundesliga,25,34,12478,16434,0.759279542412072,222290,85770,5681,6560,0.866006097560976,5218,6226,0.838098297462255,1280,2671,0.479221265443654,37,319,309,1038,93,1286
BL_SCH_15,BL_1,1,Schalke 04,Bundesliga,42,34,11084,14706,0.753705970352237,202831,76224,4611,5483,0.840962976472734,4847,5750,0.84295652173913,1290,2483,0.519532823197745,20,217,182,668,39,943
BL_SCH_15,BL_1,3,Schalke 04,Bundesliga,35,34,9234,13360,0.691167664670659,182759,80288,3511,4414,0.795423652016312,4162,5223,0.796860042121386,1331,2803,0.474848376739208,24,282,250,698,110,934
BL_STP_25,BL_1,5,St. Pauli,Bundesliga,28,34,11751,15300,0.768039215686274,208523,79611,5086,5835,0.871636675235647,5248,6213,0.844680508610977,1110,2391,0.464240903387704,22,278,201,892,72,1073
BL_STU_16,BL_1,1,Stuttgart,Bundesliga,29,34,14115,17768,0.794405673120216,245018,95221,6481,7378,0.878422336676606,5864,6865,0.854187909686817,1332,2415,0.551552795031056,42,358,267,1063,53,1467
BL_STU_16,BL_1,2,Stuttgart,Bundesliga,34,34,13753,17353,0.792543076125166,244827,91553,6094,7015,0.868709907341411,5735,6674,0.859304764758765,1484,2611,0.568364611260054,31,337,239,976,60,1269
BL_STU_16,BL_1,3,Stuttgart,Bundesliga,30,34,13460,16987,0.792370636368988,253792,92829,5463,6341,0.861536035325658,6101,7070,0.862942008486563,1637,2756,0.593976777939042,34,361,260,970,78,1278
BL_STU_16,BL_1,4,Stuttgart,Bundesliga,27,34,19201,22456,0.855049875311721,312129,108823,9516,10371,0.917558576800694,7721,8581,0.899778580585014,1352,2320,0.582758620689655,60,413,356,1338,80,1618
BL_STU_16,BL_1,5,Stuttgart,Bundesliga,29,34,16513,19767,0.835382202661001,272424,97064,8302,9120,0.91030701754386,6590,7479,0.88113384142265,1230,2270,0.541850220264317,45,370,372,1291,90,1493
BL_UNI_17,BL_1,1,Union Berlin,Bundesliga,27,34,11859,15951,0.743464359601279,222470,86090,4864,5826,0.83487813250944,5148,6256,0.822890025575448,1521,2901,0.52430196483971,39,296,193,835,87,1059
BL_UNI_17,BL_1,2,Union Berlin,Bundesliga,28,34,10673,14818,0.720272641382103,204003,82846,4154,5080,0.817716535433071,4744,5871,0.808039516266394,1458,2914,0.500343170899108,33,299,248,815,111,1123
BL_UNI_17,BL_1,3,Union Berlin,Bundesliga,28,34,10312,14418,0.715217089748925,197596,82612,4140,5021,0.824536944831707,4555,5629,0.809202344999112,1359,2892,0.469917012448133,38,272,255,878,115,1012
BL_UNI_17,BL_1,4,Union Berlin,Bundesliga,30,34,11004,14784,0.744318181818182,204399,86273,4534,5371,0.844163098119531,4773,5802,0.822647362978283,1356,2658,0.510158013544018,23,300,233,859,80,1146
BL_UNI_17,BL_1,5,Union Berlin,Bundesliga,28,34,9960,13705,0.726742064939803,178823,74942,4467,5296,0.843466767371601,3994,4998,0.799119647859144,1156,2400,0.481666666666667,25,292,239,792,75,1049
BL_WOL_19,BL_1,1,Wolfsburg,Bundesliga,26,34,13133,17236,0.761951728939429,251433,91864,4953,5972,0.829370395177495,6223,7378,0.843453510436433,1661,2905,0.571772805507745,48,353,282,1004,70,1397
BL_WOL_19,BL_1,2,Wolfsburg,Bundesliga,30,34,12596,16439,0.766226656122635,238876,90051,4894,5882,0.832029921795308,5811,6785,0.856448047162859,1568,2774,0.565248738284066,25,295,253,862,69,1220
BL_WOL_19,BL_1,3,Wolfsburg,Bundesliga,28,34,12571,16129,0.779403558807118,245765,94282,4610,5453,0.845406198422886,6097,7016,0.869013683010262,1638,2876,0.569541029207232,44,303,272,1009,67,1306
BL_WOL_19,BL_1,4,Wolfsburg,Bundesliga,28,34,13092,16624,0.787536092396535,232194,87396,5883,6706,0.877274082910826,5603,6605,0.848296744890235,1288,2422,0.531791907514451,27,310,263,954,67,1235
BL_WOL_19,BL_1,5,Wolfsburg,Bundesliga,27,34,11590,15088,0.768160127253446,219100,82094,4735,5598,0.845837799214005,5178,6041,0.857142857142857,1421,2665,0.533208255159475,38,316,247,999,53,1205
L1_AJA_23,L1_1,3,Ajaccio,Ligue 1,36,38,11216,15286,0.73374329451786,206467,81586,4741,5780,0.820242214532872,4578,5701,0.803017014558849,1448,2889,0.501211491865698,12,234,188,954,71,1169
L1_ANG_1,L1_1,1,Angers,Ligue 1,31,38,14883,18822,0.79072362129423,260279,99308,6976,7852,0.888436067244014,5985,7038,0.850383631713555,1531,2897,0.52847773558854,23,294,221,1059,62,1435
L1_ANG_1,L1_1,2,Angers,Ligue 1,30,38,15307,18797,0.81433207426717,281097,99557,6193,7006,0.883956608621182,6960,7916,0.879231935320869,1724,2880,0.598611111111111,25,277,186,1029,56,1349
L1_ANG_1,L1_1,3,Angers,Ligue 1,33,38,14103,17463,0.807593197045181,252709,88748,5934,6810,0.87136563876652,6249,7208,0.866953385127636,1435,2536,0.565851735015773,18,276,214,1124,65,1393
L1_ANG_1,L1_1,5,Angers,Ligue 1,30,34,11082,14057,0.788361670342178,195284,73447,4970,5624,0.88371266002845,4828,5656,0.853606789250354,1022,2043,0.500244738130201,17,216,200,777,63,953
L1_AUX_24,L1_1,3,Auxerre,Ligue 1,33,38,12386,15989,0.774657577084246,240572,90967,4837,5709,0.847258714310737,5262,6177,0.851869839728023,1838,3237,0.567809700339821,17,301,243,1020,82,1284
L1_AUX_24,L1_1,5,Auxerre,Ligue 1,29,34,11002,14162,0.776867674057336,201495,77527,4812,5517,0.87221315932572,4576,5349,0.855487006917181,1301,2498,0.520816653322658,35,296,212,804,68,1084
L1_BOR_2,L1_1,1,Bordeaux,Ligue 1,28,38,15862,19490,0.813853258081067,283184,102852,7065,7953,0.888344021124104,6665,7634,0.873067854335866,1694,2878,0.58860319666435,32,319,186,978,57,1303
L1_BOR_2,L1_1,2,Bordeaux,Ligue 1,39,38,13552,17385,0.779522576934139,253745,96071,5738,6654,0.862338443041779,5627,6682,0.842113139778509,1815,3091,0.587188612099644,39,326,221,952,59,1271
L1_BRE_3,L1_1,1,Brest,Ligue 1,26,38,15437,19407,0.795434636986654,292474,108202,6267,7228,0.867044825677919,6798,7856,0.865325865580448,2034,3384,0.601063829787234,31,337,301,1178,123,1438
L1_BRE_3,L1_1,2,Brest,Ligue 1,25,38,12684,16506,0.768447837150127,242103,96714,5325,6290,0.846581875993641,5126,6166,0.83133311709374,1852,3141,0.589621139764406,32,305,252,1087,88,1349
L1_BRE_3,L1_1,3,Brest,Ligue 1,29,38,12486,16452,0.758935083880379,242407,93329,4874,5833,0.835590605177439,5395,6456,0.835656753407683,1807,3246,0.556685150955022,28,314,243,1027,94,1311
L1_BRE_3,L1_1,4,Brest,Ligue 1,25,34,14111,17733,0.795748040376699,274556,96326,5352,6275,0.852908366533864,6263,7237,0.865413845516098,2059,3359,0.612980053587377,33,357,269,1155,105,1402
L1_BRE_3,L1_1,5,Brest,Ligue 1,30,34,12678,16021,0.791336371013045,235901,85305,5284,6055,0.872667217175888,5575,6467,0.862068965517241,1526,2732,0.558565153733528,32,302,189,929,64,1096
L1_CLE_21,L1_1,2,Clermont Foot,Ligue 1,28,38,15713,19560,0.803323108384458,268742,97045,7638,8645,0.883516483516484,5961,6974,0.854746200172068,1598,2805,0.56969696969697,25,326,263,1066,102,1370
L1_CLE_21,L1_1,3,Clermont Foot,Ligue 1,28,38,14212,17961,0.791269973832192,256952,96617,6081,7055,0.86194188518781,6018,7037,0.85519397470513,1613,2887,0.558711465188777,26,267,239,1004,62,1304
L1_CLE_21,L1_1,4,Clermont Foot,Ligue 1,31,34,13390,16784,0.79778360343184,238625,85204,5792,6628,0.873868436934218,5654,6606,0.855888586133818,1435,2665,0.538461538461538,18,282,208,989,57,1247
L1_DIJ_4,L1_1,1,Dijon,Ligue 1,33,38,13948,17901,0.779174347801799,255832,97586,5993,6862,0.873360536286797,6024,7094,0.849168311248943,1638,3054,0.536345776031434,15,253,185,936,56,1203
L1_LEH_26,L1_1,4,Le Havre,Ligue 1,27,34,11739,15121,0.77633754381324,206687,77964,5123,6042,0.847898047004303,5019,5901,0.850533807829182,1150,2291,0.501964207769533,23,290,209,945,57,1199
L1_LEH_26,L1_1,5,Le Havre,Ligue 1,31,34,11125,14115,0.788168614948636,205190,72072,4445,5095,0.872423945044161,5289,6120,0.86421568627451,1156,2182,0.529789184234647,21,230,201,786,85,1051
L1_LEN_5,L1_1,1,Lens,Ligue 1,27,38,15078,18957,0.795379015667036,276447,96848,6283,7229,0.869138193387744,6713,7778,0.863075340704551,1682,2916,0.57681755829904,35,327,264,1132,90,1567
L1_LEN_5,L1_1,2,Lens,Ligue 1,28,38,16573,20178,0.82134007334721,283832,99071,7613,8583,0.88698590236514,6900,7932,0.869894099848714,1477,2498,0.591273018414732,39,383,281,1263,70,1692
L1_LEN_5,L1_1,3,Lens,Ligue 1,29,38,17809,21203,0.839928312031316,307973,105609,7942,8840,0.89841628959276,7624,8652,0.881183541377716,1618,2642,0.612414837244512,49,395,354,1547,105,1829
L1_LEN_5,L1_1,4,Lens,Ligue 1,27,34,14709,18083,0.813415915500746,249644,91474,6666,7617,0.875147695943285,6203,7157,0.866703926226072,1255,2217,0.566080288678394,29,368,349,1312,95,1624
L1_LEN_5,L1_1,5,Lens,Ligue 1,33,34,14837,18173,0.816430969019975,244876,87655,7330,8209,0.892922402241442,5806,6685,0.868511593118923,1219,2163,0.563569116967175,26,365,354,1117,100,1451
L1_LIL_6,L1_1,1,Lille,Ligue 1,21,38,17886,21892,0.817010780193678,305333,103853,8342,9348,0.892383397518186,7195,8239,0.873285592911761,1668,2938,0.567733151803948,39,365,251,1488,58,1660
L1_LIL_6,L1_1,2,Lille,Ligue 1,26,38,15086,18926,0.797104512311106,265491,93760,6923,7842,0.882810507523591,5970,6972,0.856282271944922,1658,2862,0.579315164220825,29,344,266,1124,61,1487
L1_LIL_6,L1_1,3,Lille,Ligue 1,26,38,19266,22826,0.844037501095242,325045,109059,8924,9956,0.89634391321816,8012,8981,0.892105556174146,1622,2635,0.615559772296015,40,421,398,1602,61,1982
L1_LIL_6,L1_1,4,Lille,Ligue 1,28,34,16278,19319,0.842590196179926,279186,90871,7309,8169,0.894723956420614,7084,7941,0.892079083238887,1351,2273,0.594368675758909,32,324,279,1191,50,1468
L1_LIL_6,L1_1,5,Lille,Ligue 1,27,34,16765,19728,0.849807380373074,293593,93730,7248,8031,0.902502801643631,7757,8568,0.905345471521942,1382,2203,0.627326373127553,29,318,345,1393,70,1616
L1_LOR_7,L1_1,1,Lorient,Ligue 1,27,38,13171,17085,0.770910155106819,232514,87993,6009,6910,0.869609261939218,5392,6409,0.84131689811203,1381,2801,0.493038200642628,26,289,191,910,55,1169
L1_LOR_7,L1_1,2,Lorient,Ligue 1,29,38,13156,16818,0.782257105482221,241458,86977,5597,6471,0.864935867717509,5492,6467,0.849234575537344,1630,2876,0.566759388038943,20,321,218,998,76,1258
L1_LOR_7,L1_1,3,Lorient,Ligue 1,30,38,14837,18087,0.820312931940068,248618,91944,6810,7694,0.885105276839095,6246,7147,0.873933118791101,1173,2192,0.535127737226277,32,295,240,994,38,1329
