team_id,league_id,season_id,team_name,Comp,# Pl,90s,team_shooting_Gls,team_shooting_Sh,team_shooting_SoT,team_shooting_G/Sh_new,team_shooting_G/SoT_new,team_shooting_Sh/90_new,team_shooting_SoT/90_new,team_shooting_SoT%_new,team_shooting_FK,team_shooting_PK,team_shooting_PKatt
BL_FRA_5,BL_1,1,Eint Frankfurt,Bundesliga,25,34,63,442,162,0.14,0.39,13,4.76,0.366515837104072,12,8,8
BL_FRA_5,BL_1,2,Eint Frankfurt,Bundesliga,27,34,43,446,136,0.1,0.32,13.12,4,0.304932735426009,14,1,2
BL_FRA_5,BL_1,3,Eint Frankfurt,Bundesliga,28,34,56,399,132,0.14,0.42,11.74,3.88,0.330827067669173,14,6,6
BL_FRA_5,BL_1,4,Eint Frankfurt,Bundesliga,34,34,48,402,139,0.12,0.35,11.82,4.09,0.345771144278607,11,2,3
BL_FRA_5,BL_1,5,Eint Frankfurt,Bundesliga,26,34,68,480,172,0.14,0.4,14.12,5.06,0.358333333333333,13,3,5
BL_FRE_6,BL_1,1,Freiburg,Bundesliga,24,34,51,383,140,0.13,0.36,11.26,4.12,0.365535248041775,17,6,6
BL_FRE_6,BL_1,2,Freiburg,Bundesliga,26,34,55,457,153,0.12,0.36,13.44,4.5,0.334792122538293,20,5,6
BL_FRE_6,BL_1,3,Freiburg,Bundesliga,27,34,51,412,167,0.12,0.31,12.12,4.91,0.405339805825243,16,7,8
BL_FRE_6,BL_1,4,Freiburg,Bundesliga,25,34,43,392,131,0.11,0.33,11.53,3.85,0.334183673469388,7,7,9
BL_FRE_6,BL_1,5,Freiburg,Bundesliga,26,34,46,405,132,0.11,0.35,11.91,3.88,0.325925925925926,16,0,4
BL_FÜR_21,BL_1,2,Greuther Fürth,Bundesliga,29,34,26,309,96,0.08,0.27,9.09,2.82,0.310679611650485,13,5,5
BL_GLA_7,BL_1,1,Gladbach,Bundesliga,23,34,63,443,165,0.14,0.38,13.03,4.85,0.372460496613996,12,10,11
BL_GLA_7,BL_1,2,Gladbach,Bundesliga,26,34,54,489,174,0.11,0.31,14.38,5.12,0.355828220858896,13,5,7
BL_GLA_7,BL_1,3,Gladbach,Bundesliga,27,34,52,403,166,0.13,0.31,11.85,4.88,0.411910669975186,12,4,6
BL_GLA_7,BL_1,4,Gladbach,Bundesliga,27,34,55,451,144,0.12,0.38,13.26,4.24,0.319290465631929,4,5,6
BL_GLA_7,BL_1,5,Gladbach,Bundesliga,26,34,53,413,153,0.13,0.35,12.15,4.5,0.37046004842615,5,4,5
BL_HEI_23,BL_1,4,Heidenheim,Bundesliga,22,34,46,392,114,0.12,0.4,11.53,3.35,0.290816326530612,12,2,3
BL_HEI_23,BL_1,5,Heidenheim,Bundesliga,27,34,37,398,124,0.09,0.3,11.71,3.65,0.311557788944724,12,5,5
BL_HER_8,BL_1,1,Hertha BSC,Bundesliga,32,34,40,377,142,0.11,0.28,11.09,4.18,0.376657824933687,12,4,6
BL_HER_8,BL_1,2,Hertha BSC,Bundesliga,36,34,35,365,119,0.1,0.29,10.74,3.5,0.326027397260274,15,3,3
BL_HER_8,BL_1,3,Hertha BSC,Bundesliga,32,34,42,377,121,0.11,0.35,11.09,3.56,0.320954907161804,11,7,7
BL_HOF_9,BL_1,1,Hoffenheim,Bundesliga,30,34,51,424,149,0.12,0.34,12.47,4.38,0.351415094339623,20,5,6
BL_HOF_9,BL_1,2,Hoffenheim,Bundesliga,32,34,55,452,150,0.12,0.37,13.29,4.41,0.331858407079646,13,0,0
BL_HOF_9,BL_1,3,Hoffenheim,Bundesliga,31,34,46,398,130,0.12,0.35,11.71,3.82,0.326633165829146,16,7,9
BL_HOF_9,BL_1,4,Hoffenheim,Bundesliga,30,34,65,457,160,0.14,0.41,13.44,4.71,0.350109409190372,16,6,6
BL_HOF_9,BL_1,5,Hoffenheim,Bundesliga,35,34,46,440,148,0.1,0.31,12.94,4.35,0.336363636363636,11,3,3
BL_KIE_24,BL_1,5,Holstein Kiel,Bundesliga,27,34,49,368,133,0.13,0.37,10.82,3.91,0.361413043478261,12,4,5
BL_KÖL_11,BL_1,1,Köln,Bundesliga,28,34,33,354,103,0.09,0.32,10.41,3.03,0.290960451977401,9,4,6
BL_KÖL_11,BL_1,2,Köln,Bundesliga,26,34,52,467,149,0.11,0.35,13.74,4.38,0.319057815845824,9,1,1
BL_KÖL_11,BL_1,3,Köln,Bundesliga,27,34,46,413,146,0.11,0.32,12.15,4.29,0.353510895883777,6,4,4
BL_KÖL_11,BL_1,4,Köln,Bundesliga,26,34,28,441,142,0.06,0.2,12.97,4.18,0.321995464852608,12,5,6
BL_LEI_14,BL_1,1,RB Leipzig,Bundesliga,25,34,59,533,189,0.11,0.31,15.68,5.56,0.354596622889306,19,8,10
BL_LEI_14,BL_1,2,RB Leipzig,Bundesliga,29,34,72,429,169,0.17,0.43,12.62,4.97,0.393939393939394,18,8,9
BL_LEI_14,BL_1,3,RB Leipzig,Bundesliga,25,34,64,497,182,0.13,0.35,14.62,5.35,0.366197183098592,18,6,7
BL_LEI_14,BL_1,4,RB Leipzig,Bundesliga,26,34,74,528,214,0.14,0.35,15.53,6.29,0.40530303030303,17,4,7
BL_LEI_14,BL_1,5,RB Leipzig,Bundesliga,29,34,51,405,144,0.13,0.35,11.91,4.24,0.355555555555556,11,3,4
BL_LEV_12,BL_1,1,Leverkusen,Bundesliga,30,34,52,440,164,0.12,0.32,12.94,4.82,0.372727272727273,12,3,3
BL_LEV_12,BL_1,2,Leverkusen,Bundesliga,29,34,76,453,184,0.17,0.41,13.32,5.41,0.406181015452539,11,2,6
BL_LEV_12,BL_1,3,Leverkusen,Bundesliga,27,34,57,432,160,0.13,0.36,12.71,4.71,0.37037037037037,16,5,7
BL_LEV_12,BL_1,4,Leverkusen,Bundesliga,24,34,87,611,232,0.14,0.38,17.97,6.82,0.379705400981997,21,8,8
BL_LEV_12,BL_1,5,Leverkusen,Bundesliga,23,34,70,499,181,0.14,0.39,14.68,5.32,0.362725450901804,12,3,6
BL_MAI_13,BL_1,1,Mainz 05,Bundesliga,31,34,39,374,134,0.1,0.29,11,3.94,0.358288770053476,10,5,5
BL_MAI_13,BL_1,2,Mainz 05,Bundesliga,28,34,49,465,151,0.11,0.32,13.68,4.44,0.324731182795699,22,4,4
BL_MAI_13,BL_1,3,Mainz 05,Bundesliga,27,34,54,414,152,0.13,0.36,12.18,4.47,0.367149758454106,17,4,6
BL_MAI_13,BL_1,4,Mainz 05,Bundesliga,30,34,38,476,134,0.08,0.28,14,3.94,0.281512605042017,20,1,5
BL_MAI_13,BL_1,5,Mainz 05,Bundesliga,25,34,53,417,142,0.13,0.37,12.26,4.18,0.34052757793765,11,4,4
BL_SCH_15,BL_1,1,Schalke 04,Bundesliga,42,34,24,301,81,0.08,0.3,8.85,2.38,0.269102990033223,11,0,3
BL_SCH_15,BL_1,3,Schalke 04,Bundesliga,35,34,32,421,123,0.08,0.26,12.38,3.62,0.292161520190024,19,4,5
BL_STP_25,BL_1,5,St. Pauli,Bundesliga,28,34,26,377,109,0.07,0.24,11.09,3.21,0.289124668435013,14,1,2
BL_STU_16,BL_1,1,Stuttgart,Bundesliga,29,34,54,448,150,0.12,0.36,13.18,4.41,0.334821428571429,12,6,8
BL_STU_16,BL_1,2,Stuttgart,Bundesliga,34,34,40,449,153,0.09,0.26,13.21,4.5,0.34075723830735,10,1,3
BL_STU_16,BL_1,3,Stuttgart,Bundesliga,30,34,45,457,140,0.1,0.32,13.44,4.12,0.306345733041576,14,5,5
BL_STU_16,BL_1,4,Stuttgart,Bundesliga,27,34,78,529,206,0.15,0.38,15.56,6.06,0.389413988657845,8,5,8
BL_STU_16,BL_1,5,Stuttgart,Bundesliga,29,34,61,465,172,0.13,0.35,13.68,5.06,0.36989247311828,9,2,6
BL_UNI_17,BL_1,1,Union Berlin,Bundesliga,27,34,50,391,132,0.13,0.38,11.5,3.88,0.337595907928389,8,5,7
BL_UNI_17,BL_1,2,Union Berlin,Bundesliga,28,34,50,408,149,0.12,0.34,12,4.38,0.365196078431372,7,5,5
BL_UNI_17,BL_1,3,Union Berlin,Bundesliga,28,34,49,374,113,0.13,0.43,11,3.32,0.302139037433155,5,3,7
BL_UNI_17,BL_1,4,Union Berlin,Bundesliga,30,34,33,403,127,0.08,0.26,11.85,3.74,0.315136476426799,7,3,6
BL_UNI_17,BL_1,5,Union Berlin,Bundesliga,28,34,36,414,120,0.09,0.3,12.18,3.53,0.289855072463768,7,3,3
BL_WOL_19,BL_1,1,Wolfsburg,Bundesliga,26,34,57,475,164,0.12,0.35,13.97,4.82,0.345263157894737,14,2,3
BL_WOL_19,BL_1,2,Wolfsburg,Bundesliga,30,34,42,416,137,0.1,0.31,12.24,4.03,0.329326923076923,19,3,4
BL_WOL_19,BL_1,3,Wolfsburg,Bundesliga,28,34,55,401,138,0.14,0.4,11.79,4.06,0.344139650872818,11,4,7
BL_WOL_19,BL_1,4,Wolfsburg,Bundesliga,28,34,41,411,147,0.1,0.28,12.09,4.32,0.357664233576642,17,2,3
BL_WOL_19,BL_1,5,Wolfsburg,Bundesliga,27,34,53,432,137,0.12,0.39,12.71,4.03,0.31712962962963,13,4,5
L1_AJA_23,L1_1,3,Ajaccio,Ligue 1,36,38,22,311,81,0.07,0.27,8.18,2.13,0.260450160771704,12,6,9
L1_ANG_1,L1_1,1,Angers,Ligue 1,31,38,40,401,135,0.1,0.3,10.55,3.55,0.336658354114713,18,5,6
L1_ANG_1,L1_1,2,Angers,Ligue 1,30,38,41,384,123,0.11,0.33,10.11,3.24,0.3203125,18,9,9
L1_ANG_1,L1_1,3,Angers,Ligue 1,33,38,31,367,121,0.08,0.26,9.66,3.18,0.329700272479564,18,4,4
L1_ANG_1,L1_1,5,Angers,Ligue 1,30,34,31,311,91,0.1,0.34,9.15,2.68,0.292604501607717,13,5,6
L1_AUX_24,L1_1,3,Auxerre,Ligue 1,33,38,32,420,117,0.08,0.27,11.05,3.08,0.278571428571429,15,7,9
L1_AUX_24,L1_1,5,Auxerre,Ligue 1,29,34,47,375,144,0.13,0.33,11.03,4.24,0.384,10,4,5
L1_BOR_2,L1_1,1,Bordeaux,Ligue 1,28,38,41,417,137,0.1,0.3,10.97,3.61,0.328537170263789,20,4,4
L1_BOR_2,L1_1,2,Bordeaux,Ligue 1,39,38,50,446,145,0.11,0.34,11.74,3.82,0.325112107623318,16,2,4
L1_BRE_3,L1_1,1,Brest,Ligue 1,26,38,48,445,155,0.11,0.31,11.71,4.08,0.348314606741573,26,3,4
L1_BRE_3,L1_1,2,Brest,Ligue 1,25,38,48,394,138,0.12,0.35,10.37,3.63,0.350253807106599,12,7,8
L1_BRE_3,L1_1,3,Brest,Ligue 1,29,38,43,417,132,0.1,0.33,10.97,3.47,0.316546762589928,13,7,8
L1_BRE_3,L1_1,4,Brest,Ligue 1,25,34,51,481,165,0.11,0.31,14.15,4.85,0.343035343035343,12,4,4
L1_BRE_3,L1_1,5,Brest,Ligue 1,30,34,52,409,151,0.13,0.34,12.03,4.44,0.36919315403423,7,7,9
L1_CLE_21,L1_1,2,Clermont Foot,Ligue 1,28,38,36,436,134,0.08,0.27,11.47,3.53,0.307339449541284,10,2,3
L1_CLE_21,L1_1,3,Clermont Foot,Ligue 1,28,38,44,393,139,0.11,0.32,10.34,3.66,0.353689567430025,16,7,10
L1_CLE_21,L1_1,4,Clermont Foot,Ligue 1,31,34,26,382,120,0.07,0.22,11.24,3.53,0.31413612565445,13,6,8
L1_DIJ_4,L1_1,1,Dijon,Ligue 1,33,38,25,345,87,0.07,0.29,9.08,2.29,0.252173913043478,9,3,5
L1_LEH_26,L1_1,4,Le Havre,Ligue 1,27,34,33,381,113,0.09,0.29,11.21,3.32,0.296587926509186,11,6,7
L1_LEH_26,L1_1,5,Le Havre,Ligue 1,31,34,37,339,97,0.11,0.38,9.97,2.85,0.286135693215339,14,9,10
L1_LEN_5,L1_1,1,Lens,Ligue 1,27,38,53,434,133,0.12,0.4,11.42,3.5,0.306451612903226,22,10,12
L1_LEN_5,L1_1,2,Lens,Ligue 1,28,38,60,511,183,0.12,0.33,13.45,4.82,0.35812133072407,14,5,5
L1_LEN_5,L1_1,3,Lens,Ligue 1,29,38,66,518,177,0.13,0.37,13.63,4.66,0.341698841698842,6,6,9
L1_LEN_5,L1_1,4,Lens,Ligue 1,27,34,45,487,167,0.09,0.27,14.32,4.91,0.342915811088296,13,6,7
L1_LEN_5,L1_1,5,Lens,Ligue 1,33,34,40,484,148,0.08,0.27,14.24,4.35,0.305785123966942,7,5,5
L1_LIL_6,L1_1,1,Lille,Ligue 1,21,38,62,481,178,0.13,0.35,12.66,4.68,0.37006237006237,22,5,5
L1_LIL_6,L1_1,2,Lille,Ligue 1,26,38,45,461,150,0.1,0.3,12.13,3.95,0.325379609544469,15,4,5
L1_LIL_6,L1_1,3,Lille,Ligue 1,26,38,65,545,201,0.12,0.32,14.34,5.29,0.368807339449541,16,11,12
L1_LIL_6,L1_1,4,Lille,Ligue 1,28,34,50,438,165,0.11,0.3,12.88,4.85,0.376712328767123,21,2,3
L1_LIL_6,L1_1,5,Lille,Ligue 1,27,34,52,424,154,0.12,0.34,12.47,4.53,0.363207547169811,15,7,10
L1_LOR_7,L1_1,1,Lorient,Ligue 1,27,38,49,416,130,0.12,0.38,10.95,3.42,0.3125,30,9,10
L1_LOR_7,L1_1,2,Lorient,Ligue 1,29,38,35,442,146,0.08,0.24,11.63,3.84,0.330316742081448,32,3,3
L1_LOR_7,L1_1,3,Lorient,Ligue 1,30,38,49,397,149,0.12,0.33,10.45,3.92,0.375314861460957,16,4,6
L1_LOR_7,L1_1,4,Lorient,Ligue 1,38,34,41,368,135,0.11,0.3,10.82,3.97,0.366847826086957,6,1,1
L1_LYO_8,L1_1,1,Lyon,Ligue 1,29,38,76,601,222,0.13,0.34,15.82,5.84,0.369384359400998,23,11,11
L1_LYO_8,L1_1,2,Lyon,Ligue 1,30,38,64,546,192,0.12,0.33,14.37,5.05,0.351648351648352,18,8,8
L1_LYO_8,L1_1,3,Lyon,Ligue 1,29,38,63,511,199,0.12,0.32,13.45,5.24,0.389432485322896,18,6,8
L1_LYO_8,L1_1,4,Lyon,Ligue 1,35,34,48,439,168,0.11,0.29,12.91,4.94,0.382687927107062,16,4,4
L1_LYO_8,L1_1,5,Lyon,Ligue 1,31,34,62,434,173,0.14,0.36,12.76,5.09,0.398617511520737,6,8,10
L1_MAR_9,L1_1,1,Marseille,Ligue 1,31,38,53,374,128,0.14,0.41,9.84,3.37,0.342245989304813,17,4,7
L1_MAR_9,L1_1,2,Marseille,Ligue 1,27,38,61,489,157,0.12,0.39,12.87,4.13,0.321063394683027,28,10,10
L1_MAR_9,L1_1,3,Marseille,Ligue 1,30,38,61,546,173,0.11,0.35,14.37,4.55,0.316849816849817,16,6,7
L1_MAR_9,L1_1,4,Marseille,Ligue 1,33,34,50,477,152,0.1,0.33,14.03,4.47,0.318658280922432,20,4,4
L1_MAR_9,L1_1,5,Marseille,Ligue 1,32,34,70,481,185,0.15,0.38,14.15,5.44,0.384615384615385,15,8,10
L1_MET_10,L1_1,1,Metz,Ligue 1,27,38,42,425,127,0.1,0.33,11.18,3.34,0.298823529411765,31,7,11
L1_MET_10,L1_1,2,Metz,Ligue 1,36,38,33,370,112,0.09,0.29,9.74,2.95,0.302702702702703,16,1,1
L1_MET_10,L1_1,4,Metz,Ligue 1,30,34,35,326,106,0.11,0.33,9.59,3.12,0.325153374233129,11,4,6
L1_MON_11,L1_1,1,Monaco,Ligue 1,30,38,76,471,160,0.16,0.48,12.39,4.21,0.339702760084926,21,12,15
L1_MON_11,L1_1,2,Monaco,Ligue 1,27,38,62,445,153,0.14,0.41,11.71,4.03,0.343820224719101,17,9,9
L1_MON_11,L1_1,3,Monaco,Ligue 1,27,38,69,470,199,0.15,0.35,12.37,5.24,0.423404255319149,10,5,8
L1_MON_11,L1_1,4,Monaco,Ligue 1,30,34,66,512,202,0.13,0.33,15.06,5.94,0.39453125,11,2,5
L1_MON_11,L1_1,5,Monaco,Ligue 1,28,34,63,493,180,0.13,0.35,14.5,5.29,0.365111561866126,9,6,7
L1_MOP_12,L1_1,1,Montpellier,Ligue 1,25,38,60,459,168,0.13,0.36,12.08,4.42,0.366013071895425,27,2,5
L1_MOP_12,L1_1,2,Montpellier,Ligue 1,27,38,48,433,151,0.11,0.32,11.39,3.97,0.348729792147806,38,3,4
L1_MOP_12,L1_1,3,Montpellier,Ligue 1,31,38,64,435,165,0.15,0.39,11.45,4.34,0.379310344827586,22,7,7
L1_MOP_12,L1_1,4,Montpellier,Ligue 1,31,34,41,437,153,0.09,0.27,12.85,4.5,0.350114416475972,23,7,7
L1_MOP_12,L1_1,5,Montpellier,Ligue 1,35,34,23,371,111,0.06,0.21,10.91,3.26,0.299191374663073,20,3,4
L1_NAN_13,L1_1,1,Nantes,Ligue 1,25,38,47,402,120,0.12,0.39,10.58,3.16,0.298507462686567,17,8,9
L1_NAN_13,L1_1,2,Nantes,Ligue 1,26,38,53,420,145,0.13,0.37,11.05,3.82,0.345238095238095,13,5,5
L1_NAN_13,L1_1,3,Nantes,Ligue 1,29,38,35,443,151,0.08,0.23,11.66,3.97,0.340857787810384,16,3,5
L1_NAN_13,L1_1,4,Nantes,Ligue 1,35,34,30,376,129,0.08,0.23,11.06,3.79,0.343085106382979,16,4,5
L1_NAN_13,L1_1,5,Nantes,Ligue 1,30,34,39,345,119,0.11,0.33,10.15,3.5,0.344927536231884,4,5,5
L1_NIC_14,L1_1,1,Nice,Ligue 1,31,38,49,402,138,0.12,0.36,10.58,3.63,0.343283582089552,17,7,7
L1_NIC_14,L1_1,2,Nice,Ligue 1,27,38,52,442,144,0.12,0.36,11.63,3.79,0.32579185520362,12,8,10
L1_NIC_14,L1_1,3,Nice,Ligue 1,34,38,47,507,187,0.09,0.25,13.34,4.92,0.368836291913215,11,6,7
L1_NIC_14,L1_1,4,Nice,Ligue 1,27,34,39,452,149,0.09,0.26,13.29,4.38,0.329646017699115,12,6,7
L1_NIC_14,L1_1,5,Nice,Ligue 1,31,34,62,486,183,0.13,0.34,14.29,5.38,0.376543209876543,14,6,6
L1_NÎM_15,L1_1,1,Nîmes,Ligue 1,33,38,40,384,131,0.1,0.31,10.11,3.45,0.341145833333333,17,7,8
L1_PSG_16,L1_1,1,Paris S-G,Ligue 1,33,38,84,557,200,0.15,0.42,14.66,5.26,0.359066427289048,33,12,13
L1_PSG_16,L1_1,2,Paris S-G,Ligue 1,36,38,88,555,202,0.16,0.44,14.61,5.32,0.363963963963964,29,7,8
L1_PSG_16,L1_1,3,Paris S-G,Ligue 1,26,38,86,562,242,0.15,0.36,14.79,6.37,0.430604982206406,28,5,7
L1_PSG_16,L1_1,4,Paris S-G,Ligue 1,29,34,78,504,187,0.15,0.42,14.82,5.5,0.371031746031746,14,7,9
L1_PSG_16,L1_1,5,Paris S-G,Ligue 1,28,34,89,628,272,0.14,0.33,18.47,8,0.43312101910828,13,6,7
L1_REI_17,L1_1,1,Reims,Ligue 1,29,38,39,358,122,0.11,0.32,9.42,3.21,0.340782122905028,15,5,5
L1_REI_17,L1_1,2,Reims,Ligue 1,35,38,42,389,137,0.11,0.31,10.24,3.61,0.352185089974293,5,4,6
L1_REI_17,L1_1,3,Reims,Ligue 1,34,38,45,516,165,0.09,0.27,13.58,4.34,0.319767441860465,17,7,8
L1_REI_17,L1_1,4,Reims,Ligue 1,29,34,40,411,126,0.1,0.32,12.09,3.71,0.306569343065693,10,3,4
L1_REI_17,L1_1,5,Reims,Ligue 1,34,34,32,393,111,0.08,0.29,11.56,3.26,0.282442748091603,8,1,2
L1_REN_18,L1_1,1,Rennes,Ligue 1,32,38,50,510,159,0.1,0.31,13.42,4.18,0.311764705882353,32,3,3
L1_REN_18,L1_1,2,Rennes,Ligue 1,28,38,81,548,194,0.15,0.42,14.42,5.11,0.354014598540146,14,4,4
L1_REN_18,L1_1,3,Rennes,Ligue 1,32,38,66,526,189,0.13,0.35,13.84,4.97,0.359315589353612,15,3,3
L1_REN_18,L1_1,4,Rennes,Ligue 1,29,34,53,476,157,0.11,0.34,14,4.62,0.329831932773109,18,10,11
L1_REN_18,L1_1,5,Rennes,Ligue 1,35,34,51,423,155,0.12,0.33,12.44,4.56,0.366430260047281,8,5,8
L1_SAI_19,L1_1,1,Saint-Étienne,Ligue 1,40,38,40,432,140,0.09,0.29,11.37,3.68,0.324074074074074,17,6,9
L1_SAI_19,L1_1,2,Saint-Étienne,Ligue 1,39,38,41,434,141,0.09,0.29,11.42,3.71,0.324884792626728,23,5,5
L1_SAI_19,L1_1,5,Saint-Étienne,Ligue 1,32,34,39,366,115,0.11,0.34,10.76,3.38,0.314207650273224,8,3,4
L1_STR_20,L1_1,1,Strasbourg,Ligue 1,26,38,49,419,129,0.12,0.38,11.03,3.39,0.307875894988067,17,10,12
L1_STR_20,L1_1,2,Strasbourg,Ligue 1,26,38,56,470,150,0.12,0.37,12.37,3.95,0.319148936170213,10,6,8
L1_STR_20,L1_1,3,Strasbourg,Ligue 1,29,38,48,442,150,0.11,0.32,11.63,3.95,0.339366515837104,21,5,7
L1_STR_20,L1_1,4,Strasbourg,Ligue 1,30,34,36,363,119,0.1,0.3,10.68,3.5,0.327823691460055,12,3,4
L1_STR_20,L1_1,5,Strasbourg,Ligue 1,30,34,54,354,140,0.15,0.39,10.41,4.12,0.395480225988701,10,2,2
L1_TOU_25,L1_1,3,Toulouse,Ligue 1,29,38,50,453,171,0.11,0.29,11.92,4.5,0.377483443708609,19,4,4
L1_TOU_25,L1_1,4,Toulouse,Ligue 1,26,34,42,395,128,0.11,0.33,11.62,3.76,0.324050632911392,11,6,9
L1_TOU_25,L1_1,5,Toulouse,Ligue 1,27,34,42,399,145,0.11,0.29,11.74,4.26,0.363408521303258,7,3,4
L1_TRO_22,L1_1,2,Troyes,Ligue 1,35,38,35,379,120,0.09,0.29,9.97,3.16,0.316622691292876,9,6,7
L1_TRO_22,L1_1,3,Troyes,Ligue 1,32,38,43,390,130,0.11,0.33,10.26,3.42,0.333333333333333,8,5,5
LL_ALA_1,LL_1,1,Alavés,La Liga,30,38,35,339,95,0.1,0.37,8.92,2.5,0.28023598820059,12,5,8
LL_ALA_1,LL_1,2,Alavés,La Liga,33,38,29,373,111,0.08,0.26,9.82,2.92,0.297587131367292,15,6,7
LL_ALA_1,LL_1,4,Alavés,La Liga,30,38,33,458,136,0.07,0.24,12.05,3.58,0.296943231441048,15,3,7
LL_ALA_1,LL_1,5,Alavés,La Liga,29,38,38,393,123,0.1,0.31,10.34,3.24,0.312977099236641,10,9,11
LL_ALM_24,LL_1,3,Almería,La Liga,29,38,49,439,155,0.11,0.32,11.55,4.08,0.353075170842825,21,2,3
LL_ALM_24,LL_1,4,Almería,La Liga,35,38,42,478,163,0.09,0.26,12.58,4.29,0.341004184100418,18,2,2
LL_ATM_3,LL_1,1,Atlético Madrid,La Liga,25,38,65,452,178,0.14,0.37,11.89,4.68,0.393805309734513,13,5,7
LL_ATM_3,LL_1,2,Atlético Madrid,La Liga,26,38,63,458,152,0.14,0.41,12.05,4,0.331877729257642,8,4,5
LL_ATM_3,LL_1,3,Atlético Madrid,La Liga,27,38,68,538,195,0.13,0.35,14.16,5.13,0.362453531598513,9,1,1
LL_ATM_3,LL_1,4,Atlético Madrid,La Liga,27,38,68,475,197,0.14,0.35,12.5,5.18,0.414736842105263,9,5,6
LL_ATM_3,LL_1,5,Atlético Madrid,La Liga,24,38,68,463,174,0.15,0.39,12.18,4.58,0.375809935205184,13,6,7
LL_BAR_4,LL_1,1,Barcelona,La Liga,25,38,80,575,231,0.14,0.35,15.13,6.08,0.401739130434783,43,4,8
LL_BAR_4,LL_1,2,Barcelona,La Liga,38,38,68,511,177,0.13,0.38,13.45,4.66,0.346379647749511,15,6,7
