team_id,league_id,season_id,team_name,Comp,# Pl,90s,team_Min,W,D,L,team_Starts,team_GA,team_GA90_new,team_Saves,team_SoTA,team_Save%_new,team_CS,team_CS%_new,team_penalty_Katt,team_penalty_PKA,team_penalty_PKm,team_penalty_PKsv,team_penalty_Save%_new
BL_FRA_5,BL_1,4,Eint Frankfurt,Bundesliga,2,34,3060,11,14,9,34,50,1.47,94,146,0.657534246575342,7,0.205882352941176,11,9,0,2,0.181818181818182
BL_FRA_5,BL_1,5,Eint Frankfurt,Bundesliga,2,34,3060,17,9,8,34,46,1.35,117,163,0.717791411042945,9,0.264705882352941,3,1,0,2,0.666666666666667
BL_FRE_6,BL_1,1,Freiburg,Bundesliga,2,34,3060,12,9,13,34,52,1.53,124,175,0.702857142857143,6,0.176470588235294,6,4,1,1,0.166666666666667
BL_FRE_6,BL_1,2,Freiburg,Bundesliga,2,34,3060,15,10,9,34,46,1.35,108,153,0.699346405228758,10,0.294117647058824,2,2,0,0,0
BL_FRE_6,BL_1,3,Freiburg,Bundesliga,1,34,3060,17,8,9,34,44,1.29,106,150,0.706666666666667,13,0.382352941176471,6,5,1,0,0
BL_FRE_6,BL_1,4,Freiburg,Bundesliga,1,34,3060,11,9,14,34,58,1.71,99,158,0.632911392405063,10,0.294117647058824,5,3,0,2,0.4
BL_FRE_6,BL_1,5,Freiburg,Bundesliga,2,34,3060,16,7,11,34,53,1.56,96,150,0.646666666666667,11,0.323529411764706,4,2,0,2,0.5
BL_FÜR_21,BL_1,2,Greuther Fürth,Bundesliga,3,34,3060,3,9,22,34,82,2.41,111,188,0.563829787234042,6,0.176470588235294,6,6,0,0,0
BL_GLA_7,BL_1,1,Gladbach,Bundesliga,2,34,3056,13,10,11,34,56,1.65,95,151,0.629139072847682,7,0.205882352941176,6,6,0,0,0
BL_GLA_7,BL_1,2,Gladbach,Bundesliga,2,34,3060,12,9,13,34,61,1.79,122,185,0.67027027027027,5,0.147058823529412,5,3,0,2,0.4
BL_GLA_7,BL_1,3,Gladbach,Bundesliga,4,34,3060,11,10,13,34,55,1.62,126,180,0.694444444444444,9,0.264705882352941,6,6,0,0,0
BL_GLA_7,BL_1,4,Gladbach,Bundesliga,2,34,3060,7,13,14,34,67,1.97,140,207,0.676328502415459,4,0.117647058823529,6,6,0,0,0
BL_GLA_7,BL_1,5,Gladbach,Bundesliga,4,34,3056,13,6,15,34,57,1.68,135,191,0.701570680628272,7,0.205882352941176,8,7,0,1,0.125
BL_HEI_23,BL_1,4,Heidenheim,Bundesliga,1,34,3060,10,12,12,34,55,1.62,121,174,0.683908045977012,6,0.176470588235294,10,7,2,1,0.1
BL_HEI_23,BL_1,5,Heidenheim,Bundesliga,2,34,3060,8,5,21,34,64,1.88,107,171,0.625730994152047,9,0.264705882352941,6,6,0,0,0
BL_HER_8,BL_1,1,Hertha BSC,Bundesliga,2,34,3060,8,11,15,34,52,1.53,89,141,0.631205673758865,9,0.264705882352941,8,7,0,1,0.125
BL_HER_8,BL_1,2,Hertha BSC,Bundesliga,2,34,3060,9,6,19,34,71,2.09,101,172,0.587209302325581,6,0.176470588235294,8,8,0,0,0
BL_HER_8,BL_1,3,Hertha BSC,Bundesliga,2,34,3060,7,8,19,34,69,2.03,100,170,0.594117647058824,3,0.0882352941176471,6,5,0,1,0.166666666666667
BL_HOF_9,BL_1,1,Hoffenheim,Bundesliga,2,34,3060,11,10,13,34,54,1.59,91,145,0.627586206896552,6,0.176470588235294,9,6,1,2,0.222222222222222
BL_HOF_9,BL_1,2,Hoffenheim,Bundesliga,2,34,3060,13,7,14,34,60,1.76,102,162,0.62962962962963,8,0.235294117647059,4,2,1,1,0.25
BL_HOF_9,BL_1,3,Hoffenheim,Bundesliga,1,34,3060,10,6,18,34,57,1.68,105,161,0.645962732919255,5,0.147058823529412,3,2,1,0,0
BL_HOF_9,BL_1,4,Hoffenheim,Bundesliga,1,34,3060,13,7,14,34,66,1.94,143,211,0.687203791469194,2,0.0588235294117647,5,2,0,3,0.6
BL_HOF_9,BL_1,5,Hoffenheim,Bundesliga,2,34,3060,7,11,16,34,68,2,105,173,0.606936416184971,4,0.117647058823529,6,3,0,3,0.5
BL_KIE_24,BL_1,5,Holstein Kiel,Bundesliga,2,34,3060,6,7,21,34,80,2.35,117,195,0.58974358974359,2,0.0588235294117647,7,6,0,1,0.142857142857143
BL_KÖL_11,BL_1,1,Köln,Bundesliga,2,34,3060,8,9,17,34,60,1.76,97,158,0.620253164556962,5,0.147058823529412,9,8,0,1,0.111111111111111
BL_KÖL_11,BL_1,2,Köln,Bundesliga,2,34,3060,14,10,10,34,49,1.44,106,154,0.681818181818182,4,0.117647058823529,1,0,0,1,1
BL_KÖL_11,BL_1,3,Köln,Bundesliga,1,34,3060,10,12,12,34,54,1.59,77,129,0.581395348837209,6,0.176470588235294,5,4,0,1,0.2
BL_KÖL_11,BL_1,4,Köln,Bundesliga,1,34,3060,5,12,17,34,60,1.76,108,168,0.642857142857143,4,0.117647058823529,3,3,0,0,0
BL_LEI_14,BL_1,1,RB Leipzig,Bundesliga,2,34,3060,19,8,7,34,32,0.94,52,84,0.619047619047619,15,0.441176470588235,3,3,0,0,0
BL_LEI_14,BL_1,2,RB Leipzig,Bundesliga,3,34,3060,17,7,10,34,37,1.09,79,115,0.678260869565217,10,0.294117647058824,3,3,0,0,0
BL_LEI_14,BL_1,3,RB Leipzig,Bundesliga,3,34,3060,20,6,8,34,41,1.21,66,106,0.613207547169811,10,0.294117647058824,8,7,0,1,0.125
BL_LEI_14,BL_1,4,RB Leipzig,Bundesliga,2,34,3060,19,8,7,34,39,1.15,79,117,0.666666666666667,10,0.294117647058824,5,4,1,0,0
BL_LEI_14,BL_1,5,RB Leipzig,Bundesliga,2,34,3060,13,12,9,34,48,1.41,109,158,0.69620253164557,14,0.411764705882353,3,2,0,1,0.333333333333333
BL_LEV_12,BL_1,1,Leverkusen,Bundesliga,3,34,3060,14,10,10,34,39,1.15,74,112,0.651785714285714,9,0.264705882352941,2,1,0,1,0.5
BL_LEV_12,BL_1,2,Leverkusen,Bundesliga,3,34,3060,19,7,8,34,47,1.38,115,162,0.709876543209876,8,0.235294117647059,4,2,1,1,0.25
BL_LEV_12,BL_1,3,Leverkusen,Bundesliga,2,34,3059,14,8,12,34,49,1.44,99,146,0.664383561643836,9,0.264705882352941,7,7,0,0,0
BL_LEV_12,BL_1,4,Leverkusen,Bundesliga,2,34,3060,28,6,0,34,24,0.71,81,105,0.771428571428571,16,0.470588235294118,0,0,0,0,0
BL_LEV_12,BL_1,5,Leverkusen,Bundesliga,2,34,3060,19,12,3,34,43,1.26,95,134,0.67910447761194,9,0.264705882352941,4,4,0,0,0
BL_MAI_13,BL_1,1,Mainz 05,Bundesliga,2,34,3060,10,9,15,34,56,1.65,107,162,0.654320987654321,5,0.147058823529412,7,6,1,0,0
BL_MAI_13,BL_1,2,Mainz 05,Bundesliga,2,34,3060,13,7,14,34,45,1.32,80,125,0.64,10,0.294117647058824,6,5,0,1,0.166666666666667
BL_MAI_13,BL_1,3,Mainz 05,Bundesliga,2,34,3060,12,10,12,34,55,1.62,95,153,0.640522875816994,7,0.205882352941176,8,4,1,3,0.375
BL_MAI_13,BL_1,4,Mainz 05,Bundesliga,2,34,3060,7,14,13,34,51,1.5,95,145,0.648275862068966,8,0.235294117647059,4,3,1,0,0
BL_MAI_13,BL_1,5,Mainz 05,Bundesliga,2,34,3060,14,10,10,34,43,1.26,106,150,0.713333333333334,9,0.264705882352941,5,4,0,1,0.2
BL_SCH_15,BL_1,1,Schalke 04,Bundesliga,3,34,3060,3,7,24,34,86,2.53,152,234,0.632478632478632,4,0.117647058823529,8,7,0,1,0.125
BL_SCH_15,BL_1,3,Schalke 04,Bundesliga,2,34,3060,7,10,17,34,71,2.09,123,193,0.632124352331606,7,0.205882352941176,6,5,1,0,0
BL_STP_25,BL_1,5,St. Pauli,Bundesliga,2,34,3060,8,8,18,34,41,1.21,96,140,0.707142857142857,9,0.264705882352941,5,1,0,4,0.8
BL_STU_16,BL_1,1,Stuttgart,Bundesliga,2,34,3060,12,9,13,34,55,1.62,110,166,0.668674698795181,5,0.147058823529412,7,5,0,2,0.285714285714286
BL_STU_16,BL_1,2,Stuttgart,Bundesliga,2,34,3060,7,12,15,34,59,1.74,105,163,0.638036809815951,4,0.117647058823529,4,4,0,0,0
BL_STU_16,BL_1,3,Stuttgart,Bundesliga,2,34,3060,7,12,15,34,57,1.68,90,146,0.60958904109589,2,0.0588235294117647,6,6,0,0,0
BL_STU_16,BL_1,4,Stuttgart,Bundesliga,2,34,3060,23,4,7,34,39,1.15,93,129,0.697674418604651,12,0.352941176470588,3,3,0,0,0
BL_STU_16,BL_1,5,Stuttgart,Bundesliga,1,34,3060,14,8,12,34,53,1.56,83,136,0.610294117647059,7,0.205882352941176,3,2,0,1,0.333333333333333
BL_UNI_17,BL_1,1,Union Berlin,Bundesliga,2,34,3060,12,14,8,34,43,1.26,93,136,0.683823529411765,7,0.205882352941176,5,4,0,1,0.2
BL_UNI_17,BL_1,2,Union Berlin,Bundesliga,2,34,3060,16,9,9,34,44,1.29,82,122,0.639344262295082,8,0.235294117647059,2,2,0,0,0
BL_UNI_17,BL_1,3,Union Berlin,Bundesliga,2,34,3060,18,8,8,34,38,1.12,106,144,0.736111111111111,13,0.382352941176471,7,7,0,0,0
BL_UNI_17,BL_1,4,Union Berlin,Bundesliga,2,34,3060,9,6,19,34,58,1.71,109,168,0.654761904761905,7,0.205882352941176,7,5,0,2,0.285714285714286
BL_UNI_17,BL_1,5,Union Berlin,Bundesliga,2,34,3060,10,11,13,34,50,1.47,86,139,0.640287769784173,8,0.235294117647059,6,2,0,4,0.666666666666667
BL_WOL_19,BL_1,1,Wolfsburg,Bundesliga,2,34,3060,17,10,7,34,37,1.09,84,122,0.69672131147541,14,0.411764705882353,5,3,0,2,0.4
BL_WOL_19,BL_1,2,Wolfsburg,Bundesliga,2,34,3060,12,6,16,34,54,1.59,101,156,0.653846153846154,11,0.323529411764706,7,4,1,2,0.285714285714286
BL_WOL_19,BL_1,3,Wolfsburg,Bundesliga,1,34,3060,13,10,11,34,48,1.41,101,147,0.673469387755102,12,0.352941176470588,7,4,2,1,0.142857142857143
BL_WOL_19,BL_1,4,Wolfsburg,Bundesliga,2,34,3060,10,7,17,34,56,1.65,98,151,0.629139072847682,6,0.176470588235294,3,2,1,0,0
BL_WOL_19,BL_1,5,Wolfsburg,Bundesliga,2,34,3060,11,10,13,34,54,1.59,106,160,0.6625,6,0.176470588235294,3,2,0,1,0.333333333333333
L1_AJA_23,L1_1,3,Ajaccio,Ligue 1,3,38,3420,7,5,26,38,74,1.95,89,161,0.540372670807453,6,0.157894736842105,10,9,1,0,0
L1_ANG_1,L1_1,1,Angers,Ligue 1,1,38,3420,12,8,18,38,58,1.53,82,139,0.58273381294964,9,0.236842105263158,8,7,0,1,0.125
L1_ANG_1,L1_1,2,Angers,Ligue 1,3,38,3420,10,11,17,38,55,1.45,103,155,0.645161290322581,8,0.210526315789474,5,5,0,0,0
L1_ANG_1,L1_1,3,Angers,Ligue 1,2,38,3420,4,6,28,38,81,2.13,119,197,0.588832487309645,4,0.105263157894737,11,9,1,1,0.0909090909090909
L1_ANG_1,L1_1,5,Angers,Ligue 1,2,34,3060,10,6,18,34,53,1.56,137,190,0.721052631578947,7,0.205882352941176,5,4,1,0,0
L1_AUX_24,L1_1,3,Auxerre,Ligue 1,3,38,3420,8,11,19,38,63,1.66,117,181,0.651933701657459,7,0.184210526315789,6,4,0,2,0.333333333333333
L1_AUX_24,L1_1,5,Auxerre,Ligue 1,2,34,3060,11,9,14,34,51,1.5,123,173,0.705202312138728,10,0.294117647058824,8,6,0,2,0.25
L1_BOR_2,L1_1,1,Bordeaux,Ligue 1,1,38,3420,13,6,19,38,56,1.47,100,156,0.641025641025641,14,0.368421052631579,8,7,0,1,0.125
L1_BOR_2,L1_1,2,Bordeaux,Ligue 1,2,38,3420,6,13,19,38,91,2.39,104,194,0.530927835051546,2,0.0526315789473684,9,7,0,2,0.222222222222222
L1_BRE_3,L1_1,1,Brest,Ligue 1,2,38,3420,11,8,19,38,66,1.74,115,180,0.633333333333333,7,0.184210526315789,11,9,1,1,0.0909090909090909
L1_BRE_3,L1_1,2,Brest,Ligue 1,1,38,3420,13,9,16,38,57,1.5,115,170,0.664705882352941,7,0.184210526315789,4,4,0,0,0
L1_BRE_3,L1_1,3,Brest,Ligue 1,2,38,3420,11,11,16,38,54,1.42,125,179,0.698324022346369,9,0.236842105263158,9,7,0,2,0.222222222222222
L1_BRE_3,L1_1,4,Brest,Ligue 1,2,34,3057,17,10,7,34,34,1,98,133,0.744360902255639,15,0.441176470588235,3,2,0,1,0.333333333333333
L1_BRE_3,L1_1,5,Brest,Ligue 1,2,34,3060,15,5,14,34,59,1.74,83,141,0.581560283687943,10,0.294117647058824,10,8,1,1,0.1
L1_CLE_21,L1_1,2,Clermont Foot,Ligue 1,2,38,3420,9,9,20,38,69,1.82,99,165,0.581818181818182,8,0.210526315789474,5,5,0,0,0
L1_CLE_21,L1_1,3,Clermont Foot,Ligue 1,2,38,3420,17,8,13,38,49,1.29,111,164,0.701219512195122,10,0.263157894736842,12,8,0,4,0.333333333333333
L1_CLE_21,L1_1,4,Clermont Foot,Ligue 1,2,34,3060,5,10,19,34,60,1.76,152,212,0.716981132075472,5,0.147058823529412,9,7,1,1,0.111111111111111
L1_DIJ_4,L1_1,1,Dijon,Ligue 1,3,38,3420,4,9,25,38,73,1.92,117,190,0.61578947368421,6,0.157894736842105,10,7,1,2,0.2
L1_LEH_26,L1_1,4,Le Havre,Ligue 1,2,34,3060,7,11,16,34,45,1.32,114,158,0.715189873417722,7,0.205882352941176,4,2,1,1,0.25
L1_LEH_26,L1_1,5,Le Havre,Ligue 1,2,34,3060,10,4,20,34,71,2.09,104,175,0.594285714285714,4,0.117647058823529,6,5,0,1,0.166666666666667
L1_LEN_5,L1_1,1,Lens,Ligue 1,2,38,3420,15,12,11,38,54,1.42,92,143,0.622377622377622,8,0.210526315789474,11,11,0,0,0
L1_LEN_5,L1_1,2,Lens,Ligue 1,2,38,3418,17,11,10,38,48,1.26,96,145,0.668965517241379,8,0.210526315789474,5,4,0,1,0.2
L1_LEN_5,L1_1,3,Lens,Ligue 1,2,38,3420,25,9,4,38,29,0.76,101,129,0.775193798449612,15,0.394736842105263,3,3,0,0,0
L1_LEN_5,L1_1,4,Lens,Ligue 1,2,34,3060,14,9,11,34,37,1.09,101,138,0.731884057971014,14,0.411764705882353,8,6,1,1,0.125
L1_LEN_5,L1_1,5,Lens,Ligue 1,3,34,3060,15,7,12,34,39,1.15,102,142,0.725352112676056,13,0.382352941176471,9,8,0,1,0.111111111111111
L1_LIL_6,L1_1,1,Lille,Ligue 1,1,38,3420,24,11,3,38,23,0.61,85,107,0.785046728971963,21,0.552631578947368,2,1,0,1,0.5
L1_LIL_6,L1_1,2,Lille,Ligue 1,2,38,3420,14,13,11,38,48,1.26,105,151,0.682119205298013,10,0.263157894736842,6,6,0,0,0
L1_LIL_6,L1_1,3,Lille,Ligue 1,2,38,3420,19,10,9,38,44,1.16,80,122,0.639344262295082,10,0.263157894736842,5,4,0,1,0.2
L1_LIL_6,L1_1,4,Lille,Ligue 1,2,34,3060,16,11,7,34,34,1,94,128,0.734375,15,0.441176470588235,5,3,0,2,0.4
L1_LIL_6,L1_1,5,Lille,Ligue 1,1,34,3060,17,9,8,34,36,1.06,91,126,0.714285714285714,11,0.323529411764706,4,4,0,0,0
L1_LOR_7,L1_1,1,Lorient,Ligue 1,2,38,3420,11,9,18,38,68,1.79,100,167,0.592814371257485,5,0.131578947368421,11,10,1,0,0
L1_LOR_7,L1_1,2,Lorient,Ligue 1,2,38,3420,8,12,18,38,63,1.66,88,148,0.574324324324324,11,0.289473684210526,6,5,1,0,0
L1_LOR_7,L1_1,3,Lorient,Ligue 1,2,38,3420,15,10,13,38,53,1.39,130,182,0.708791208791209,8,0.210526315789474,2,2,0,0,0
L1_LOR_7,L1_1,4,Lorient,Ligue 1,1,34,3060,7,8,19,34,66,1.94,142,207,0.681159420289855,4,0.117647058823529,8,8,0,0,0
L1_LYO_8,L1_1,1,Lyon,Ligue 1,1,38,3420,22,10,6,38,43,1.13,92,134,0.67910447761194,11,0.289473684210526,7,5,1,1,0.142857142857143
L1_LYO_8,L1_1,2,Lyon,Ligue 1,2,38,3418,17,11,10,38,51,1.34,124,173,0.705202312138728,9,0.236842105263158,8,7,0,1,0.125
L1_LYO_8,L1_1,3,Lyon,Ligue 1,2,38,3417,18,8,12,38,47,1.24,111,155,0.696774193548387,8,0.210526315789474,11,11,0,0,0
L1_LYO_8,L1_1,4,Lyon,Ligue 1,2,34,3060,16,5,13,34,55,1.62,114,169,0.674556213017752,10,0.294117647058824,6,4,1,1,0.166666666666667
L1_LYO_8,L1_1,5,Lyon,Ligue 1,2,34,3060,17,6,11,34,46,1.35,120,166,0.72289156626506,10,0.294117647058824,3,3,0,0,0
L1_MAR_9,L1_1,1,Marseille,Ligue 1,2,38,3420,16,12,10,38,47,1.24,86,132,0.643939393939394,8,0.210526315789474,3,3,0,0,0
L1_MAR_9,L1_1,2,Marseille,Ligue 1,2,38,3420,21,8,9,38,38,1,75,112,0.660714285714286,15,0.394736842105263,4,4,0,0,0
L1_MAR_9,L1_1,3,Marseille,Ligue 1,2,38,3420,22,7,9,38,40,1.05,105,142,0.71830985915493,10,0.263157894736842,5,5,0,0,0
L1_MAR_9,L1_1,4,Marseille,Ligue 1,2,34,3060,13,11,10,34,41,1.21,90,130,0.684615384615385,7,0.205882352941176,3,3,0,0,0
L1_MAR_9,L1_1,5,Marseille,Ligue 1,1,34,3060,20,5,9,34,47,1.38,87,135,0.651851851851852,5,0.147058823529412,6,3,0,3,0.5
L1_MET_10,L1_1,1,Metz,Ligue 1,2,38,3419,12,11,15,38,48,1.26,102,150,0.68,8,0.210526315789474,13,12,0,1,0.0769230769230769
L1_MET_10,L1_1,2,Metz,Ligue 1,2,38,3417,6,13,19,38,69,1.82,111,178,0.612359550561798,8,0.210526315789474,5,5,0,0,0
L1_MET_10,L1_1,4,Metz,Ligue 1,2,34,3060,8,5,21,34,58,1.71,130,188,0.691489361702128,6,0.176470588235294,6,6,0,0,0
L1_MON_11,L1_1,1,Monaco,Ligue 1,3,38,3420,24,6,8,38,42,1.11,62,103,0.592233009708738,15,0.394736842105263,5,5,0,0,0
L1_MON_11,L1_1,2,Monaco,Ligue 1,1,38,3420,20,9,9,38,40,1.05,104,141,0.716312056737589,11,0.289473684210526,9,8,1,0,0
L1_MON_11,L1_1,3,Monaco,Ligue 1,1,38,3420,19,8,11,38,58,1.53,140,195,0.702564102564102,9,0.236842105263158,5,5,0,0,0
L1_MON_11,L1_1,4,Monaco,Ligue 1,2,34,3060,20,7,7,34,42,1.24,110,151,0.721854304635762,12,0.352941176470588,6,5,0,1,0.166666666666667
L1_MON_11,L1_1,5,Monaco,Ligue 1,2,34,3060,18,7,9,34,41,1.21,87,128,0.6796875,11,0.323529411764706,3,3,0,0,0
L1_MOP_12,L1_1,1,Montpellier,Ligue 1,2,38,3418,14,12,12,38,62,1.63,137,197,0.685279187817259,5,0.131578947368421,12,12,0,0,0
L1_MOP_12,L1_1,2,Montpellier,Ligue 1,2,38,3420,12,7,19,38,61,1.61,154,215,0.716279069767442,10,0.263157894736842,6,5,0,1,0.166666666666667
L1_MOP_12,L1_1,3,Montpellier,Ligue 1,4,38,3420,15,5,18,38,62,1.63,138,202,0.693069306930693,11,0.289473684210526,11,6,1,4,0.363636363636364
L1_MOP_12,L1_1,4,Montpellier,Ligue 1,2,34,3060,10,12,12,34,48,1.41,125,171,0.719298245614035,10,0.294117647058824,5,4,0,1,0.2
L1_MOP_12,L1_1,5,Montpellier,Ligue 1,2,34,3060,4,4,26,34,79,2.32,117,194,0.592783505154639,1,0.0294117647058824,9,8,0,1,0.111111111111111
L1_NAN_13,L1_1,1,Nantes,Ligue 1,1,38,3420,9,13,16,38,55,1.45,113,168,0.672619047619048,5,0.131578947368421,12,10,1,1,0.0833333333333333
L1_NAN_13,L1_1,2,Nantes,Ligue 1,1,38,3420,15,10,13,38,48,1.26,105,155,0.690322580645161,8,0.210526315789474,7,4,0,3,0.428571428571429
L1_NAN_13,L1_1,3,Nantes,Ligue 1,2,38,3419,7,15,16,38,55,1.45,134,185,0.702702702702703,11,0.289473684210526,9,9,0,0,0
L1_NAN_13,L1_1,4,Nantes,Ligue 1,3,34,3060,9,6,19,34,55,1.62,101,156,0.647435897435898,8,0.235294117647059,10,9,1,0,0
L1_NAN_13,L1_1,5,Nantes,Ligue 1,3,34,3060,8,12,14,34,52,1.53,99,148,0.648648648648649,6,0.176470588235294,8,7,1,0,0
L1_NIC_14,L1_1,1,Nice,Ligue 1,1,38,3420,15,7,16,38,53,1.39,123,176,0.698863636363636,9,0.236842105263158,7,7,0,0,0
L1_NIC_14,L1_1,2,Nice,Ligue 1,2,38,3420,20,7,11,38,36,0.95,109,146,0.753424657534246,14,0.368421052631579,5,4,0,1,0.2
L1_NIC_14,L1_1,3,Nice,Ligue 1,2,38,3420,15,13,10,38,37,0.97,109,147,0.748299319727891,11,0.289473684210526,5,3,1,1,0.2
L1_NIC_14,L1_1,4,Nice,Ligue 1,1,34,3060,15,10,9,34,29,0.85,74,105,0.723809523809524,17,0.5,8,5,0,3,0.375
L1_NIC_14,L1_1,5,Nice,Ligue 1,1,34,3060,17,9,8,34,41,1.21,120,161,0.745341614906832,8,0.235294117647059,3,2,0,1,0.333333333333333
L1_NÎM_15,L1_1,1,Nîmes,Ligue 1,1,38,3420,9,8,21,38,71,1.87,122,196,0.637755102040816,8,0.210526315789474,10,6,1,3,0.3
L1_PSG_16,L1_1,1,Paris S-G,Ligue 1,3,38,3420,26,4,8,38,28,0.74,103,131,0.786259541984733,19,0.5,2,1,0,1,0.5
L1_PSG_16,L1_1,2,Paris S-G,Ligue 1,4,38,3417,26,8,4,38,36,0.95,107,142,0.746478873239436,13,0.342105263157895,3,3,0,0,0
L1_PSG_16,L1_1,3,Paris S-G,Ligue 1,2,38,3420,27,4,7,38,40,1.05,120,160,0.75,13,0.342105263157895,5,2,2,1,0.2
L1_PSG_16,L1_1,4,Paris S-G,Ligue 1,3,34,3058,22,10,2,34,33,0.97,113,147,0.775510204081633,12,0.352941176470588,5,4,0,1,0.2
