team_id,league_id,season_id,team_name,Comp,# team_Pl,team_Misc_perform_90s,team_Misc_perform_CrdY,team_Misc_perform_CrdR,team_Misc_perfrom_2CrdY,team_Misc_perform_Fls,team_Misc_perform_Fld,team_Misc_perform_Crs,team_Misc_perform_Int,team_Misc_perform_Off,team_Misc_perform_Recov,team_Misc_perform_TklW,team_Misc_perfrom_OG,team_Misc_perfrom_PKcon,team_Misc_perofrm_PKwon,team_Misc_aeriald_Won,team_Misc_aeriald_Lost,team_Misc_aeriald_Won%_new
L1_LOR_7,L1_1,1,Lorient,Ligue 1,27,38,69,3,1,475,469,606,527,46,2064,424,1,11,9,507,586,0.463860933211345
L1_LOR_7,L1_1,2,Lorient,Ligue 1,29,38,69,4,3,475,423,588,412,55,2044,412,3,6,3,433,524,0.452455590386625
L1_LOR_7,L1_1,3,Lorient,Ligue 1,30,38,48,4,3,397,501,434,369,49,2019,420,1,2,5,407,479,0.459367945823928
L1_LOR_7,L1_1,4,Lorient,Ligue 1,38,34,66,1,0,403,416,565,337,56,1684,326,1,8,1,410,394,0.509950248756219
L1_LYO_8,L1_1,1,Lyon,Ligue 1,29,38,66,10,3,484,439,710,408,63,2139,344,2,7,11,528,424,0.554621848739496
L1_LYO_8,L1_1,2,Lyon,Ligue 1,30,38,65,6,2,436,424,571,396,62,2129,367,3,8,6,470,409,0.534698521046644
L1_LYO_8,L1_1,3,Lyon,Ligue 1,29,38,61,3,1,500,453,649,481,57,2144,423,3,11,5,452,438,0.507865168539326
L1_LYO_8,L1_1,4,Lyon,Ligue 1,35,34,57,6,1,425,367,560,304,52,1715,331,1,6,4,396,367,0.519003931847969
L1_LYO_8,L1_1,5,Lyon,Ligue 1,31,34,60,0,0,407,357,598,282,71,1422,340,0,3,6,305,332,0.478806907378336
L1_MAR_9,L1_1,1,Marseille,Ligue 1,31,38,98,9,2,500,473,647,442,52,1898,391,1,3,3,552,534,0.50828729281768
L1_MAR_9,L1_1,2,Marseille,Ligue 1,27,38,61,3,1,347,459,619,327,60,1862,319,1,4,10,368,323,0.532561505065123
L1_MAR_9,L1_1,3,Marseille,Ligue 1,30,38,63,4,1,533,419,751,420,68,2291,404,3,5,3,491,484,0.503589743589744
L1_MAR_9,L1_1,4,Marseille,Ligue 1,33,34,61,5,2,374,426,713,332,69,1753,371,1,3,4,372,365,0.504748982360923
L1_MAR_9,L1_1,5,Marseille,Ligue 1,32,34,64,6,4,394,371,609,280,53,1485,358,2,6,5,312,249,0.556149732620321
L1_MET_10,L1_1,1,Metz,Ligue 1,27,38,84,4,1,516,474,659,572,50,2098,417,1,13,6,601,612,0.495465787304204
L1_MET_10,L1_1,2,Metz,Ligue 1,36,38,94,9,2,514,417,581,507,48,2092,442,2,5,1,527,529,0.49905303030303
L1_MET_10,L1_1,4,Metz,Ligue 1,30,34,54,3,0,419,374,563,348,45,1574,334,0,6,5,390,534,0.422077922077922
L1_MON_11,L1_1,1,Monaco,Ligue 1,30,38,78,7,2,486,470,746,436,70,2182,432,1,5,11,611,558,0.522668947818648
L1_MON_11,L1_1,2,Monaco,Ligue 1,27,38,85,4,3,496,408,705,424,94,2287,435,3,9,5,546,498,0.522988505747126
L1_MON_11,L1_1,3,Monaco,Ligue 1,27,38,64,5,3,488,411,661,426,84,2203,400,3,5,8,515,457,0.529835390946502
L1_MON_11,L1_1,4,Monaco,Ligue 1,30,34,79,8,4,481,400,517,394,73,1949,412,2,6,5,402,394,0.505025125628141
L1_MON_11,L1_1,5,Monaco,Ligue 1,28,34,60,4,2,462,444,563,357,69,1763,429,0,3,3,426,421,0.502951593860685
L1_MOP_12,L1_1,1,Montpellier,Ligue 1,25,38,65,7,0,513,452,807,420,48,1876,334,2,12,4,657,643,0.505384615384616
L1_MOP_12,L1_1,2,Montpellier,Ligue 1,27,38,77,8,4,411,465,697,356,53,2018,380,1,6,3,437,560,0.438314944834504
L1_MOP_12,L1_1,3,Montpellier,Ligue 1,31,38,68,10,1,488,523,673,404,71,2095,413,2,11,6,480,553,0.464666021297193
L1_MOP_12,L1_1,4,Montpellier,Ligue 1,31,34,68,4,0,432,447,601,308,55,1784,379,3,5,4,426,449,0.486857142857143
L1_MOP_12,L1_1,5,Montpellier,Ligue 1,35,34,87,7,2,427,438,646,273,65,1349,389,3,9,3,374,442,0.458333333333333
L1_NAN_13,L1_1,1,Nantes,Ligue 1,25,38,70,4,2,514,498,676,465,54,2063,384,1,12,8,671,700,0.489423778264041
L1_NAN_13,L1_1,2,Nantes,Ligue 1,26,38,80,4,2,500,372,731,415,55,2057,405,1,7,2,598,566,0.513745704467354
L1_NAN_13,L1_1,3,Nantes,Ligue 1,29,38,65,4,2,481,414,820,431,54,2075,431,4,9,3,592,598,0.497478991596639
L1_NAN_13,L1_1,4,Nantes,Ligue 1,35,34,67,3,0,448,375,627,332,51,1621,352,0,10,5,387,424,0.477188655980271
L1_NAN_13,L1_1,5,Nantes,Ligue 1,30,34,71,4,0,413,389,611,283,31,1289,376,3,8,3,426,439,0.492485549132948
L1_NIC_14,L1_1,1,Nice,Ligue 1,31,38,73,4,2,459,438,599,435,40,1965,364,0,7,6,391,419,0.482716049382716
L1_NIC_14,L1_1,2,Nice,Ligue 1,27,38,77,6,2,456,371,742,441,53,2064,369,0,5,6,526,471,0.527582748244734
L1_NIC_14,L1_1,3,Nice,Ligue 1,34,38,53,3,1,383,376,690,413,51,2143,467,0,5,5,392,365,0.517833553500661
L1_NIC_14,L1_1,4,Nice,Ligue 1,27,34,62,4,0,402,373,605,292,52,1707,308,1,8,7,374,360,0.509536784741144
L1_NIC_14,L1_1,5,Nice,Ligue 1,31,34,59,5,2,391,417,599,365,56,1608,399,1,3,5,427,402,0.515078407720145
L1_NÎM_15,L1_1,1,Nîmes,Ligue 1,33,38,60,5,2,424,533,617,501,50,1906,372,0,10,6,517,671,0.435185185185185
L1_PSG_16,L1_1,1,Paris S-G,Ligue 1,33,38,79,7,3,463,431,695,373,65,2052,385,1,2,11,355,300,0.541984732824428
L1_PSG_16,L1_1,2,Paris S-G,Ligue 1,36,38,79,4,1,357,416,459,303,93,1824,360,1,3,6,262,221,0.542443064182194
L1_PSG_16,L1_1,3,Paris S-G,Ligue 1,26,38,57,5,2,380,416,399,296,77,1938,362,1,5,5,245,201,0.54932735426009
L1_PSG_16,L1_1,4,Paris S-G,Ligue 1,29,34,51,3,1,353,362,513,268,53,1761,360,0,5,9,275,267,0.507380073800738
L1_PSG_16,L1_1,5,Paris S-G,Ligue 1,28,34,37,0,0,307,336,562,265,54,1654,386,1,3,6,262,214,0.550420168067227
L1_REI_17,L1_1,1,Reims,Ligue 1,29,38,77,8,1,442,414,539,487,61,1936,372,1,8,3,494,578,0.460820895522388
L1_REI_17,L1_1,2,Reims,Ligue 1,35,38,68,7,4,449,451,629,493,76,2074,365,0,7,5,453,495,0.477848101265823
L1_REI_17,L1_1,3,Reims,Ligue 1,34,38,70,9,2,507,423,707,397,85,2368,407,2,3,7,472,465,0.503735325506937
L1_REI_17,L1_1,4,Reims,Ligue 1,29,34,70,3,2,444,324,618,342,84,1825,392,1,7,4,395,390,0.503184713375796
L1_REI_17,L1_1,5,Reims,Ligue 1,34,34,66,6,2,392,372,611,289,59,1407,359,0,5,1,378,430,0.467821782178218
L1_REN_18,L1_1,1,Rennes,Ligue 1,32,38,79,5,0,502,486,764,361,34,2003,337,1,4,3,627,554,0.530906011854361
L1_REN_18,L1_1,2,Rennes,Ligue 1,28,38,56,2,1,434,377,698,315,59,1904,318,1,6,4,547,534,0.506012950971323
L1_REN_18,L1_1,3,Rennes,Ligue 1,32,38,58,6,2,465,379,564,341,54,2035,335,1,5,3,538,520,0.508506616257089
L1_REN_18,L1_1,4,Rennes,Ligue 1,29,34,66,4,0,424,438,554,328,36,1669,311,3,3,10,386,424,0.476543209876543
L1_REN_18,L1_1,5,Rennes,Ligue 1,35,34,67,2,0,445,382,580,337,48,1458,363,2,6,4,443,393,0.529904306220096
L1_SAI_19,L1_1,1,Saint-Étienne,Ligue 1,40,38,76,2,0,529,490,779,471,49,2119,428,2,9,5,611,624,0.494736842105263
L1_SAI_19,L1_1,2,Saint-Étienne,Ligue 1,39,38,81,5,1,464,441,697,452,51,2152,397,4,8,4,463,611,0.431098696461825
L1_SAI_19,L1_1,5,Saint-Étienne,Ligue 1,32,34,65,3,1,449,361,402,328,46,1428,382,2,15,4,342,386,0.46978021978022
L1_STR_20,L1_1,1,Strasbourg,Ligue 1,26,38,58,3,1,499,412,713,521,39,2036,396,1,8,7,691,658,0.512231282431431
L1_STR_20,L1_1,2,Strasbourg,Ligue 1,26,38,72,3,1,497,400,797,433,61,2092,392,1,4,6,654,521,0.556595744680851
L1_STR_20,L1_1,3,Strasbourg,Ligue 1,29,38,73,7,2,529,474,647,437,43,2132,409,0,11,6,677,573,0.5416
L1_STR_20,L1_1,4,Strasbourg,Ligue 1,30,34,59,2,1,462,413,554,347,35,1568,383,3,5,4,374,413,0.475222363405337
L1_STR_20,L1_1,5,Strasbourg,Ligue 1,30,34,71,3,1,393,417,496,282,48,1436,335,2,9,2,339,324,0.51131221719457
L1_TOU_25,L1_1,3,Toulouse,Ligue 1,29,38,62,3,3,473,413,660,409,74,2168,406,3,7,2,483,460,0.51219512195122
L1_TOU_25,L1_1,4,Toulouse,Ligue 1,26,34,77,1,1,501,448,526,294,50,1759,358,0,4,9,472,421,0.528555431131019
L1_TOU_25,L1_1,5,Toulouse,Ligue 1,27,34,54,3,0,441,415,580,281,46,1531,364,3,2,4,426,443,0.490218642117376
L1_TRO_22,L1_1,2,Troyes,Ligue 1,35,38,75,6,3,442,473,708,430,53,1987,351,2,10,7,417,460,0.475484606613455
L1_TRO_22,L1_1,3,Troyes,Ligue 1,32,38,55,5,1,402,404,517,398,57,1986,361,2,8,4,476,495,0.490216271884655
LL_ALA_1,LL_1,1,Alavés,La Liga,30,38,96,8,5,513,487,645,428,73,1737,292,0,3,5,831,602,0.57990230286113
